shipment_id,date,month,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption_occurred,copper__usd_per_mt
SC-13867,2024-10-05,2024-10-01,Dubai,Los Angeles,Sea,Automotive,10299.43,283.21,2.05,7.9,Rain,0.711,23.78,0,9533.99
SC-13869,2024-03-06,2024-03-01,Dubai,Singapore,Road,Automotive,1516.57,175.77,2.72,4.4,Hurricane,0.632,7.99,1,8689.13
SC-13870,2024-09-26,2024-09-01,Singapore,Antwerp,Sea,Electronics,6231.26,458.63,3.78,0.2,Fog,0.686,12.99,0,9237.48
SC-13874,2024-03-19,2024-03-01,Singapore,Marseille,Rail,Electronics,1107.77,462.4,2.53,8.9,Storm,0.862,3.07,1,8689.13
SC-13879,2024-02-26,2024-02-01,Los Angeles,Marseille,Air,Perishables,3855.02,107.94,4.34,0.8,Fog,0.81,0.5,0,8304.95
SC-13882,2024-06-19,2024-06-01,Los Angeles,Singapore,Air,Textiles,14392.71,18.05,3.36,6.3,Hurricane,0.692,7.9,1,9648.17
SC-13884,2024-06-10,2024-06-01,Busan,Rotterdam,Road,Perishables,13349.64,405.41,2.04,8.4,Rain,0.581,13.29,0,9648.17
SC-13885,2024-09-18,2024-09-01,Dubai,Los Angeles,Air,Perishables,14047.41,345.16,4.23,7.2,Clear,0.942,0.85,1,9237.48
SC-13886,2024-04-15,2024-04-01,Dubai,Hamburg,Rail,Perishables,13788.1,362.71,3.41,3.5,Clear,0.671,10.89,1,9464.43
SC-13889,2024-04-28,2024-04-01,Dubai,Los Angeles,Air,Textiles,6346.55,50.73,3.45,0.9,Storm,0.688,0.6,1,9464.43
SC-13890,2024-08-21,2024-08-01,Rotterdam,Hamburg,Air,Electronics,11409.77,136.96,3.72,3.1,Hurricane,0.908,5.68,1,8971.96
SC-13892,2024-01-03,2024-01-01,Busan,Singapore,Rail,Pharmaceuticals,10322.85,490.25,2.16,5.0,Clear,0.834,9.29,1,8338.88
SC-13893,2024-02-15,2024-02-01,Singapore,Antwerp,Air,Electronics,6712.64,247.43,4.27,5.4,Clear,0.654,0.79,0,8304.95
SC-13894,2024-01-13,2024-01-01,Busan,Antwerp,Sea,Electronics,11106.7,5.84,3.02,3.0,Fog,0.605,26.72,1,8338.88
SC-13895,2024-09-07,2024-09-01,Los Angeles,Antwerp,Air,Pharmaceuticals,12454.84,70.88,3.5,6.7,Rain,0.694,1.02,1,9237.48
SC-13896,2024-02-17,2024-02-01,Singapore,Hamburg,Sea,Perishables,2623.33,161.72,3.17,6.5,Clear,0.803,4.6,0,8304.95
SC-13900,2024-06-02,2024-06-01,Los Angeles,Singapore,Road,Perishables,6753.87,183.18,2.04,3.6,Fog,0.846,6.81,0,9648.17
SC-13901,2024-07-02,2024-07-01,Los Angeles,Antwerp,Sea,Automotive,5996.09,456.38,3.88,4.9,Rain,0.966,13.0,0,9385.31
SC-13902,2024-02-06,2024-02-01,Busan,Singapore,Rail,Perishables,13768.38,390.48,3.24,9.2,Rain,0.559,16.81,0,8304.95
SC-13906,2024-08-17,2024-08-01,Antwerp,Shanghai,Road,Perishables,7954.38,319.36,4.24,8.2,Hurricane,0.763,53.52,1,8971.96
SC-13907,2024-11-25,2024-11-01,Rotterdam,Shanghai,Rail,Automotive,4972.79,314.73,1.32,7.8,Storm,0.759,14.25,1,9075.73
SC-13908,2024-09-11,2024-09-01,Singapore,Shanghai,Road,Automotive,8809.11,277.31,4.03,5.1,Hurricane,0.788,52.31,1,9237.48
SC-13910,2024-11-23,2024-11-01,Singapore,Busan,Road,Perishables,1069.41,366.41,4.0,4.7,Storm,0.986,2.78,1,9075.73
SC-13911,2024-10-04,2024-10-01,Shanghai,Marseille,Road,Textiles,4443.98,388.7,1.66,5.6,Hurricane,0.939,27.23,1,9533.99
SC-13912,2024-03-20,2024-03-01,Dubai,Rotterdam,Rail,Pharmaceuticals,592.5,436.36,3.11,10.0,Rain,0.559,1.66,1,8689.13
SC-13915,2024-05-02,2024-05-01,Rotterdam,Hamburg,Rail,Pharmaceuticals,6229.75,241.96,3.66,4.9,Fog,0.588,8.5,1,10139.33
SC-13918,2024-02-23,2024-02-01,Los Angeles,Hamburg,Rail,Perishables,10230.85,222.45,4.25,4.9,Hurricane,0.614,70.66,1,8304.95
SC-13919,2024-07-02,2024-07-01,Dubai,Hamburg,Road,Textiles,12178.74,285.86,2.67,9.9,Hurricane,0.856,86.31,1,9385.31
SC-13920,2024-08-16,2024-08-01,Singapore,Hamburg,Rail,Textiles,14227.97,264.01,1.77,4.6,Storm,0.866,36.02,1,8971.96
SC-13922,2024-02-17,2024-02-01,Los Angeles,Shanghai,Road,Textiles,11857.82,307.99,2.01,6.8,Clear,0.698,9.05,0,8304.95
SC-13924,2024-03-11,2024-03-01,Hamburg,Los Angeles,Sea,Automotive,14859.82,79.59,3.04,2.5,Hurricane,0.76,186.22,1,8689.13
SC-13926,2024-10-16,2024-10-01,Los Angeles,Busan,Air,Textiles,9251.17,297.21,1.33,7.4,Storm,0.627,1.31,1,9533.99
SC-13927,2024-11-14,2024-11-01,Hamburg,Los Angeles,Rail,Perishables,10062.84,82.93,1.32,4.9,Clear,0.622,9.35,1,9075.73
SC-13928,2024-12-01,2024-12-01,Rotterdam,Marseille,Air,Electronics,10476.66,62.61,3.94,0.3,Rain,0.55,0.5,0,8916.32
SC-13929,2024-03-29,2024-03-01,Dubai,Singapore,Sea,Textiles,2245.62,490.05,3.15,6.2,Rain,0.909,5.07,1,8689.13
SC-13932,2024-01-09,2024-01-01,Los Angeles,Shanghai,Rail,Automotive,9529.92,86.49,1.43,5.0,Clear,0.523,7.27,0,8338.88
SC-13934,2024-07-24,2024-07-01,Rotterdam,Los Angeles,Sea,Automotive,4954.64,305.11,3.23,2.2,Storm,0.52,23.03,0,9385.31
SC-13935,2024-10-25,2024-10-01,Hamburg,Singapore,Sea,Textiles,8423.65,322.13,1.81,7.6,Rain,0.654,19.48,0,9533.99
SC-13937,2024-11-07,2024-11-01,Singapore,Rotterdam,Rail,Pharmaceuticals,2823.27,446.87,3.72,9.0,Rain,0.705,3.69,1,9075.73
SC-13939,2024-09-05,2024-09-01,Antwerp,Shanghai,Rail,Perishables,6563.1,157.37,4.04,4.5,Hurricane,0.638,44.51,1,9237.48
SC-13944,2024-07-19,2024-07-01,Busan,Rotterdam,Rail,Pharmaceuticals,1953.56,152.42,1.99,4.4,Storm,0.518,5.07,1,9385.31
SC-13946,2024-09-08,2024-09-01,Dubai,Singapore,Road,Automotive,10094.92,390.98,1.46,0.6,Storm,0.776,18.34,0,9237.48
SC-13947,2024-06-03,2024-06-01,Dubai,Los Angeles,Rail,Perishables,9235.52,465.47,2.61,7.2,Storm,0.892,25.53,1,9648.17
SC-13948,2024-01-07,2024-01-01,Rotterdam,Los Angeles,Road,Electronics,2863.78,123.63,2.96,5.8,Fog,0.849,3.44,1,8338.88
SC-13950,2024-01-25,2024-01-01,Shanghai,Singapore,Sea,Electronics,843.76,138.0,4.49,9.7,Storm,0.943,5.37,1,8338.88
SC-13951,2024-08-26,2024-08-01,Shanghai,Singapore,Air,Pharmaceuticals,12606.73,412.22,3.69,1.3,Rain,0.894,1.0,0,8971.96
SC-13953,2024-12-20,2024-12-01,Rotterdam,Dubai,Road,Textiles,2464.16,282.84,3.8,6.9,Rain,0.654,2.74,1,8916.32
SC-13956,2024-01-10,2024-01-01,Antwerp,Dubai,Air,Electronics,13933.73,322.81,1.46,4.3,Hurricane,0.805,7.6,1,8338.88
SC-13957,2024-12-09,2024-12-01,Dubai,Busan,Rail,Automotive,6584.6,425.89,2.53,8.1,Fog,0.593,9.39,1,8916.32
SC-13958,2024-01-02,2024-01-01,Dubai,Los Angeles,Sea,Textiles,1234.03,304.99,3.33,3.9,Fog,0.828,3.52,1,8338.88
SC-13961,2024-11-10,2024-11-01,Singapore,Antwerp,Road,Automotive,6196.98,260.23,3.11,1.4,Rain,0.62,4.11,0,9075.73
SC-13962,2024-04-16,2024-04-01,Los Angeles,Rotterdam,Sea,Pharmaceuticals,915.46,225.82,4.28,6.5,Fog,0.717,2.54,0,9464.43
SC-13963,2024-07-29,2024-07-01,Hamburg,Marseille,Rail,Automotive,8957.16,6.81,1.32,1.9,Rain,0.605,8.08,0,9385.31
SC-13965,2024-08-31,2024-08-01,Dubai,Los Angeles,Rail,Electronics,11916.89,331.1,3.59,1.7,Storm,0.744,27.01,1,8971.96
SC-13968,2024-03-02,2024-03-01,Hamburg,Dubai,Air,Perishables,9031.11,286.1,3.72,5.4,Storm,0.838,1.7,0,8689.13
SC-13969,2024-05-25,2024-05-01,Rotterdam,Busan,Road,Perishables,6266.42,34.31,2.92,4.8,Hurricane,0.607,36.9,1,10139.33
SC-13971,2024-10-13,2024-10-01,Los Angeles,Busan,Rail,Pharmaceuticals,8390.88,298.64,3.0,2.5,Clear,0.767,6.42,0,9533.99
SC-13972,2024-04-05,2024-04-01,Shanghai,Marseille,Rail,Pharmaceuticals,4490.97,138.21,3.73,6.9,Clear,0.644,3.57,1,9464.43
SC-13973,2024-02-14,2024-02-01,Busan,Los Angeles,Rail,Textiles,10786.86,40.74,4.16,7.0,Hurricane,0.829,80.24,1,8304.95
SC-13974,2024-08-25,2024-08-01,Shanghai,Hamburg,Air,Textiles,4436.63,215.37,3.81,3.6,Rain,0.638,0.51,0,8971.96
SC-13980,2024-03-27,2024-03-01,Rotterdam,Shanghai,Air,Automotive,12569.27,377.68,1.57,8.7,Hurricane,0.536,7.72,1,8689.13
SC-13982,2024-04-07,2024-04-01,Dubai,Singapore,Sea,Perishables,3752.62,319.09,2.05,1.2,Clear,0.869,5.7,0,9464.43
SC-13984,2024-05-16,2024-05-01,Busan,Dubai,Sea,Perishables,12350.93,6.68,4.37,6.6,Clear,0.597,22.45,0,10139.33
SC-13987,2024-03-17,2024-03-01,Antwerp,Rotterdam,Air,Textiles,7025.85,471.36,2.14,1.4,Rain,0.807,0.5,0,8689.13
SC-13990,2024-03-04,2024-03-01,Los Angeles,Singapore,Sea,Pharmaceuticals,1711.11,126.84,1.46,3.9,Clear,0.604,2.1,1,8689.13
SC-13993,2024-05-13,2024-05-01,Los Angeles,Singapore,Sea,Textiles,1243.76,238.81,2.39,5.3,Storm,0.981,7.62,1,10139.33
SC-13994,2024-08-30,2024-08-01,Antwerp,Marseille,Rail,Textiles,7641.76,148.74,4.04,8.5,Storm,0.577,23.52,1,8971.96
SC-13995,2024-10-25,2024-10-01,Los Angeles,Shanghai,Rail,Perishables,6910.55,257.95,2.6,0.6,Hurricane,0.957,39.91,1,9533.99
SC-13996,2024-09-24,2024-09-01,Hamburg,Los Angeles,Air,Electronics,5348.82,83.52,4.22,2.3,Rain,0.714,0.5,1,9237.48
SC-13997,2024-11-18,2024-11-01,Antwerp,Singapore,Air,Automotive,6221.3,488.88,2.84,2.6,Clear,0.689,0.97,1,9075.73
SC-14000,2024-11-30,2024-11-01,Dubai,Busan,Air,Electronics,8793.94,456.88,1.44,3.9,Rain,0.843,1.12,0,9075.73
SC-14001,2024-11-21,2024-11-01,Hamburg,Antwerp,Road,Perishables,12178.77,263.15,1.5,2.0,Fog,0.734,11.91,0,9075.73
SC-14003,2024-10-05,2024-10-01,Rotterdam,Antwerp,Rail,Electronics,2731.55,218.59,2.81,0.8,Rain,0.959,2.14,0,9533.99
SC-14004,2024-08-27,2024-08-01,Shanghai,Busan,Rail,Perishables,2664.12,315.39,3.81,7.6,Hurricane,0.99,19.79,1,8971.96
SC-14005,2024-03-17,2024-03-01,Hamburg,Los Angeles,Road,Electronics,4388.53,170.95,4.22,4.4,Storm,0.716,10.07,0,8689.13
SC-14006,2024-07-26,2024-07-01,Busan,Marseille,Sea,Pharmaceuticals,5735.58,151.28,2.48,7.3,Fog,0.807,16.25,1,9385.31
SC-14007,2024-05-19,2024-05-01,Dubai,Hamburg,Sea,Automotive,6422.61,289.54,3.17,6.8,Fog,0.725,18.25,1,10139.33
SC-14009,2024-04-21,2024-04-01,Singapore,Busan,Air,Automotive,1321.87,290.19,4.44,1.4,Storm,0.539,0.5,0,9464.43
SC-14010,2024-06-08,2024-06-01,Busan,Marseille,Air,Perishables,1002.75,144.04,3.94,7.6,Storm,0.728,0.5,1,9648.17
SC-14011,2024-04-18,2024-04-01,Dubai,Rotterdam,Sea,Automotive,6182.7,184.11,4.21,7.2,Fog,0.909,18.31,1,9464.43
SC-14012,2024-06-17,2024-06-01,Antwerp,Busan,Road,Perishables,10608.87,42.87,2.04,3.8,Clear,0.509,7.84,1,9648.17
SC-14015,2024-11-17,2024-11-01,Antwerp,Rotterdam,Air,Textiles,4267.51,38.05,1.89,2.9,Hurricane,0.609,1.77,1,9075.73
SC-14017,2024-05-03,2024-05-01,Dubai,Rotterdam,Road,Perishables,13487.5,406.65,1.26,2.3,Fog,0.886,13.55,0,10139.33
SC-14020,2024-07-31,2024-07-01,Hamburg,Rotterdam,Road,Textiles,6463.91,137.01,3.9,1.0,Hurricane,0.689,31.96,1,9385.31
SC-14022,2024-11-11,2024-11-01,Singapore,Marseille,Rail,Perishables,10249.57,243.01,2.36,5.9,Clear,0.937,8.17,1,9075.73
SC-14024,2024-09-28,2024-09-01,Busan,Hamburg,Air,Automotive,10259.84,259.3,3.13,3.5,Hurricane,0.703,5.6,1,9237.48
SC-14025,2024-05-02,2024-05-01,Los Angeles,Rotterdam,Air,Textiles,12453.08,191.6,2.35,6.8,Clear,0.767,0.5,0,10139.33
SC-14026,2024-04-02,2024-04-01,Hamburg,Singapore,Road,Perishables,6256.39,282.59,3.37,2.0,Fog,0.977,6.4,1,9464.43
SC-14027,2024-06-10,2024-06-01,Shanghai,Busan,Sea,Pharmaceuticals,2766.6,58.15,1.25,6.2,Fog,0.557,7.24,1,9648.17
SC-14029,2024-11-07,2024-11-01,Shanghai,Los Angeles,Rail,Pharmaceuticals,5726.88,213.35,1.53,0.0,Storm,0.981,12.02,0,9075.73
SC-14033,2024-02-11,2024-02-01,Los Angeles,Marseille,Air,Pharmaceuticals,14892.44,416.8,2.01,3.3,Storm,0.711,2.89,1,8304.95
SC-14034,2024-08-08,2024-08-01,Shanghai,Antwerp,Road,Pharmaceuticals,2764.92,227.68,3.1,3.3,Storm,0.525,5.39,0,8971.96
SC-14035,2024-12-01,2024-12-01,Shanghai,Antwerp,Sea,Perishables,14832.1,360.06,3.74,4.0,Clear,0.827,24.78,0,8916.32
SC-14036,2024-05-31,2024-05-01,Shanghai,Antwerp,Sea,Electronics,14670.56,54.62,2.15,7.1,Storm,0.539,82.52,1,10139.33
SC-14037,2024-04-03,2024-04-01,Dubai,Busan,Rail,Electronics,12010.36,423.21,2.55,5.7,Hurricane,0.529,85.68,1,9464.43
SC-14039,2024-09-11,2024-09-01,Los Angeles,Busan,Sea,Electronics,8878.2,106.65,1.65,0.3,Storm,0.979,37.12,1,9237.48
SC-14040,2024-12-30,2024-12-01,Dubai,Antwerp,Sea,Textiles,13058.47,73.5,1.29,7.1,Rain,0.713,29.57,0,8916.32
SC-14043,2024-02-20,2024-02-01,Hamburg,Dubai,Road,Electronics,9481.15,129.16,1.44,5.1,Storm,0.766,21.04,1,8304.95
SC-14045,2024-11-02,2024-11-01,Hamburg,Antwerp,Air,Perishables,6698.55,15.98,2.31,1.4,Hurricane,0.693,2.8,1,9075.73
SC-14046,2024-09-23,2024-09-01,Los Angeles,Rotterdam,Sea,Pharmaceuticals,5289.13,199.22,1.46,2.0,Rain,0.597,8.89,1,9237.48
SC-14047,2024-06-27,2024-06-01,Rotterdam,Los Angeles,Rail,Electronics,8681.36,286.09,1.83,4.1,Hurricane,0.756,58.28,1,9648.17
SC-14048,2024-02-01,2024-02-01,Hamburg,Los Angeles,Air,Electronics,12833.33,476.61,4.21,4.1,Rain,0.719,0.5,0,8304.95
SC-14053,2024-09-12,2024-09-01,Antwerp,Busan,Road,Perishables,8564.77,158.19,3.14,9.4,Storm,0.529,22.52,1,9237.48
SC-14054,2024-04-06,2024-04-01,Antwerp,Marseille,Sea,Textiles,11802.99,288.2,1.94,4.8,Fog,0.577,30.83,0,9464.43
SC-14056,2024-04-14,2024-04-01,Busan,Hamburg,Air,Automotive,12366.52,429.71,2.82,6.7,Fog,0.771,1.68,0,9464.43
SC-14057,2024-05-23,2024-05-01,Rotterdam,Los Angeles,Sea,Automotive,1082.01,114.95,3.91,0.7,Storm,0.532,5.21,1,10139.33
SC-14058,2024-05-04,2024-05-01,Antwerp,Marseille,Air,Perishables,13403.74,110.83,2.54,1.2,Fog,0.847,1.54,0,10139.33
SC-14059,2024-01-13,2024-01-01,Los Angeles,Rotterdam,Road,Textiles,14883.46,101.39,4.45,9.2,Storm,0.531,38.15,1,8338.88
SC-14060,2024-03-04,2024-03-01,Los Angeles,Busan,Sea,Perishables,4763.98,461.33,3.74,6.3,Hurricane,0.869,69.79,1,8689.13
SC-14061,2024-08-15,2024-08-01,Los Angeles,Shanghai,Road,Automotive,3549.62,426.48,4.39,8.4,Clear,0.875,3.43,0,8971.96
SC-14062,2024-05-13,2024-05-01,Busan,Marseille,Air,Automotive,11597.77,387.67,2.9,9.0,Fog,0.826,0.83,0,10139.33
SC-14063,2024-07-21,2024-07-01,Los Angeles,Hamburg,Sea,Automotive,4168.88,196.97,2.76,4.5,Clear,0.866,6.8,1,9385.31
SC-14069,2024-03-27,2024-03-01,Los Angeles,Rotterdam,Rail,Perishables,12779.86,66.77,1.9,1.2,Rain,0.751,11.25,0,8689.13
SC-14072,2024-09-22,2024-09-01,Los Angeles,Rotterdam,Air,Electronics,9116.51,212.01,2.35,3.4,Fog,0.739,0.5,0,9237.48
SC-14073,2024-03-17,2024-03-01,Busan,Marseille,Sea,Electronics,9245.68,259.06,4.27,4.7,Hurricane,0.531,126.84,1,8689.13
SC-14074,2024-01-23,2024-01-01,Busan,Singapore,Air,Electronics,10396.72,185.63,1.68,4.3,Fog,0.815,0.77,0,8338.88
SC-14075,2024-03-07,2024-03-01,Singapore,Los Angeles,Road,Perishables,8842.71,370.65,3.29,6.4,Fog,0.539,9.81,1,8689.13
SC-14076,2024-07-21,2024-07-01,Dubai,Antwerp,Air,Textiles,6721.4,392.31,3.16,9.4,Clear,0.588,0.5,0,9385.31
SC-14079,2024-05-11,2024-05-01,Hamburg,Rotterdam,Rail,Textiles,3780.95,103.05,3.06,8.5,Hurricane,0.582,30.02,1,10139.33
SC-14080,2024-04-04,2024-04-01,Singapore,Antwerp,Rail,Perishables,10539.14,169.65,1.82,5.1,Rain,0.923,11.14,0,9464.43
SC-14081,2024-12-05,2024-12-01,Busan,Los Angeles,Air,Textiles,3883.33,235.45,3.84,7.7,Rain,0.566,0.5,0,8916.32
SC-14082,2024-05-05,2024-05-01,Dubai,Rotterdam,Air,Pharmaceuticals,9567.29,166.07,4.41,2.2,Clear,0.518,0.5,0,10139.33
SC-14083,2024-02-13,2024-02-01,Dubai,Antwerp,Air,Automotive,11332.63,377.72,1.91,8.3,Hurricane,0.698,7.21,1,8304.95
SC-14085,2024-02-21,2024-02-01,Antwerp,Busan,Air,Automotive,1369.18,69.98,2.7,6.4,Hurricane,0.555,0.98,1,8304.95
SC-14086,2024-06-21,2024-06-01,Antwerp,Los Angeles,Road,Electronics,2399.12,200.12,3.67,1.1,Clear,0.551,1.42,0,9648.17
SC-14091,2024-01-31,2024-01-01,Singapore,Shanghai,Rail,Automotive,5449.12,36.44,2.49,8.0,Clear,0.73,5.7,1,8338.88
SC-14095,2024-06-25,2024-06-01,Antwerp,Singapore,Rail,Automotive,7247.39,436.18,3.57,2.6,Hurricane,0.881,46.13,1,9648.17
SC-14096,2024-12-28,2024-12-01,Antwerp,Singapore,Air,Automotive,698.4,145.18,3.06,6.6,Fog,0.758,0.5,0,8916.32
SC-14097,2024-08-07,2024-08-01,Los Angeles,Dubai,Air,Automotive,1683.18,44.04,4.42,6.1,Fog,0.964,0.5,0,8971.96
SC-14098,2024-07-10,2024-07-01,Antwerp,Shanghai,Air,Electronics,4249.58,468.35,3.47,1.1,Clear,0.632,0.5,0,9385.31
SC-14099,2024-10-08,2024-10-01,Shanghai,Dubai,Road,Textiles,903.86,189.72,4.15,6.6,Clear,0.62,0.75,1,9533.99
SC-14100,2024-10-13,2024-10-01,Antwerp,Dubai,Road,Textiles,9654.94,288.63,3.51,9.2,Clear,0.807,7.89,1,9533.99
SC-14102,2024-06-01,2024-06-01,Busan,Rotterdam,Rail,Perishables,8448.11,162.83,2.16,6.0,Clear,0.523,7.42,1,9648.17
SC-14103,2024-02-05,2024-02-01,Shanghai,Los Angeles,Sea,Automotive,3032.38,358.37,2.2,3.4,Storm,0.804,15.02,1,8304.95
SC-14107,2024-09-08,2024-09-01,Shanghai,Dubai,Sea,Pharmaceuticals,1231.04,405.8,2.02,0.3,Rain,0.776,2.08,0,9237.48
SC-14109,2024-10-29,2024-10-01,Shanghai,Busan,Sea,Perishables,8864.78,358.98,1.56,6.2,Hurricane,0.818,128.5,1,9533.99
SC-14114,2024-03-03,2024-03-01,Rotterdam,Shanghai,Air,Pharmaceuticals,9213.22,163.62,2.13,3.6,Hurricane,0.649,4.25,1,8689.13
SC-14115,2024-03-30,2024-03-01,Los Angeles,Rotterdam,Air,Automotive,5443.9,238.35,2.27,4.6,Fog,0.612,0.99,0,8689.13
SC-14116,2024-10-13,2024-10-01,Shanghai,Rotterdam,Road,Perishables,13800.39,301.8,2.36,2.8,Rain,0.605,10.11,0,9533.99
SC-14118,2024-05-20,2024-05-01,Hamburg,Antwerp,Sea,Electronics,2577.58,468.94,4.45,5.6,Storm,0.975,12.85,1,10139.33
SC-14120,2024-07-23,2024-07-01,Los Angeles,Antwerp,Road,Electronics,4753.62,444.68,3.39,1.5,Fog,0.652,4.83,1,9385.31
SC-14123,2024-09-12,2024-09-01,Busan,Hamburg,Road,Pharmaceuticals,13553.83,447.64,2.38,9.8,Fog,0.798,19.22,0,9237.48
SC-14126,2024-01-20,2024-01-01,Singapore,Rotterdam,Air,Automotive,10354.68,208.48,3.48,9.3,Rain,0.715,0.86,0,8338.88
SC-14133,2024-12-18,2024-12-01,Rotterdam,Antwerp,Road,Pharmaceuticals,9688.82,135.01,2.74,6.3,Hurricane,0.866,60.73,1,8916.32
SC-14136,2024-11-25,2024-11-01,Shanghai,Singapore,Rail,Electronics,11067.28,330.83,2.24,2.8,Fog,0.785,14.02,0,9075.73
SC-14138,2024-10-03,2024-10-01,Los Angeles,Busan,Rail,Textiles,10143.31,241.16,3.47,9.1,Hurricane,0.888,82.16,1,9533.99
SC-14139,2024-07-03,2024-07-01,Rotterdam,Marseille,Air,Textiles,8570.39,309.06,3.07,8.8,Storm,0.808,2.09,1,9385.31
SC-14140,2024-01-27,2024-01-01,Los Angeles,Busan,Air,Pharmaceuticals,5469.6,203.05,2.35,9.7,Rain,0.797,0.5,0,8338.88
SC-14141,2024-11-22,2024-11-01,Hamburg,Singapore,Air,Electronics,2451.36,99.99,3.53,7.2,Rain,0.956,0.63,0,9075.73
SC-14143,2024-08-12,2024-08-01,Busan,Dubai,Air,Automotive,12557.02,256.22,2.75,5.6,Hurricane,0.613,7.09,1,8971.96
SC-14144,2024-01-31,2024-01-01,Rotterdam,Dubai,Air,Electronics,13816.76,367.23,2.89,1.3,Storm,0.581,2.77,0,8338.88
SC-14145,2024-10-14,2024-10-01,Hamburg,Shanghai,Air,Pharmaceuticals,9921.93,206.11,3.3,1.9,Storm,0.7,1.91,1,9533.99
SC-14146,2024-02-29,2024-02-01,Los Angeles,Dubai,Sea,Automotive,1999.79,178.21,3.38,2.9,Storm,0.856,9.79,0,8304.95
SC-14151,2024-08-26,2024-08-01,Rotterdam,Antwerp,Rail,Electronics,500.45,249.08,4.08,7.2,Fog,0.621,0.5,1,8971.96
SC-14152,2024-06-12,2024-06-01,Busan,Rotterdam,Air,Textiles,10825.99,68.26,2.55,1.1,Hurricane,0.583,4.48,1,9648.17
SC-14153,2024-04-12,2024-04-01,Shanghai,Marseille,Air,Perishables,5670.64,248.54,1.76,2.7,Storm,0.796,1.02,1,9464.43
SC-14154,2024-09-10,2024-09-01,Antwerp,Los Angeles,Air,Textiles,4189.98,85.38,3.7,9.6,Fog,0.881,0.5,1,9237.48
SC-14156,2024-09-03,2024-09-01,Dubai,Hamburg,Road,Textiles,8334.34,466.39,4.11,3.0,Hurricane,0.789,45.81,1,9237.48
SC-14157,2024-09-29,2024-09-01,Busan,Shanghai,Sea,Perishables,12841.69,302.87,3.2,2.0,Clear,0.549,20.39,0,9237.48
SC-14159,2024-02-27,2024-02-01,Busan,Marseille,Air,Automotive,8703.3,201.5,1.25,2.3,Fog,0.668,0.67,0,8304.95
SC-14160,2024-08-12,2024-08-01,Singapore,Marseille,Rail,Automotive,7959.69,454.58,1.55,6.4,Clear,0.999,7.53,1,8971.96
SC-14163,2024-12-29,2024-12-01,Busan,Dubai,Sea,Automotive,6009.7,184.91,1.43,1.2,Storm,0.51,27.45,0,8916.32
SC-14164,2024-06-26,2024-06-01,Dubai,Hamburg,Road,Electronics,9303.46,480.05,2.84,8.0,Clear,0.772,7.77,0,9648.17
SC-14165,2024-06-29,2024-06-01,Hamburg,Los Angeles,Air,Pharmaceuticals,6136.53,410.41,2.76,7.8,Rain,0.543,1.19,1,9648.17
SC-14166,2024-08-30,2024-08-01,Antwerp,Hamburg,Road,Automotive,3984.34,427.12,2.23,0.2,Fog,0.948,3.27,0,8971.96
SC-14168,2024-11-21,2024-11-01,Antwerp,Busan,Sea,Textiles,5066.32,136.21,1.76,0.7,Rain,0.986,8.13,1,9075.73
SC-14172,2024-01-29,2024-01-01,Busan,Los Angeles,Road,Automotive,6939.5,16.91,3.42,2.4,Clear,0.693,4.46,0,8338.88
SC-14175,2024-12-26,2024-12-01,Shanghai,Busan,Sea,Perishables,14935.75,100.74,4.09,3.7,Fog,0.966,36.39,1,8916.32
SC-14178,2024-05-25,2024-05-01,Los Angeles,Singapore,Road,Perishables,5240.64,282.0,1.46,7.1,Fog,0.931,6.68,1,10139.33
SC-14180,2024-07-11,2024-07-01,Hamburg,Busan,Air,Automotive,6339.2,215.23,1.51,8.3,Fog,0.674,0.85,0,9385.31
SC-14183,2024-11-12,2024-11-01,Los Angeles,Singapore,Rail,Textiles,5070.97,338.39,2.35,10.0,Fog,0.541,8.93,1,9075.73
SC-14184,2024-06-28,2024-06-01,Busan,Rotterdam,Air,Automotive,2431.54,351.35,3.05,9.2,Hurricane,0.689,1.78,1,9648.17
SC-14186,2024-02-08,2024-02-01,Shanghai,Singapore,Sea,Pharmaceuticals,2360.73,364.51,2.71,8.1,Rain,0.524,5.45,1,8304.95
SC-14187,2024-04-02,2024-04-01,Dubai,Hamburg,Air,Textiles,8888.14,1.03,4.4,5.7,Storm,0.848,1.23,1,9464.43
SC-14188,2024-02-27,2024-02-01,Shanghai,Antwerp,Road,Automotive,10554.62,477.01,2.18,1.9,Clear,0.921,6.47,0,8304.95
SC-14189,2024-08-26,2024-08-01,Shanghai,Los Angeles,Air,Electronics,10658.87,407.29,3.27,6.8,Hurricane,0.824,6.9,1,8971.96
SC-14191,2024-08-12,2024-08-01,Antwerp,Marseille,Sea,Textiles,13156.46,8.81,1.4,9.9,Storm,0.854,81.32,1,8971.96
SC-14192,2024-01-21,2024-01-01,Busan,Antwerp,Rail,Textiles,7749.41,467.0,2.81,5.4,Hurricane,0.715,54.35,1,8338.88
SC-14195,2024-01-01,2024-01-01,Los Angeles,Antwerp,Road,Perishables,3206.28,47.55,1.43,9.8,Hurricane,0.716,23.29,1,8338.88
SC-14196,2024-12-05,2024-12-01,Singapore,Dubai,Rail,Electronics,872.5,369.65,1.71,1.8,Rain,0.833,0.5,0,8916.32
